album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,artist
Maneva - 8 Anos (Ao Vivo),2,1v8bAyyZwR8xs7mPQj8XIx,Vi - Ao Vivo,spotify:track:1v8bAyyZwR8xs7mPQj8XIx,0.166,0.674,0.486,6.28e-05,0.465,-8.944,0.0408,160.321,0.564,0,Maneva
Maneva - 8 Anos (Ao Vivo),3,2MT44BRGEjTtWU2pbhrSni,Lembranças - Ao Vivo,spotify:track:2MT44BRGEjTtWU2pbhrSni,0.478,0.592,0.498,5.16e-06,0.906,-10.765,0.0547,172.124,0.864,0,Maneva
Maneva - 8 Anos (Ao Vivo),4,064FAg8EMxgl7KR7oANMmD,Êxodo - Ao Vivo,spotify:track:064FAg8EMxgl7KR7oANMmD,0.483,0.709,0.456,0.0,0.514,-9.396,0.0337,129.936,0.504,0,Maneva
Maneva - 8 Anos (Ao Vivo),5,4hqbASEmeUnDIQWCmFJAyL,Mar do Meu Mundo - Ao Vivo,spotify:track:4hqbASEmeUnDIQWCmFJAyL,0.25,0.687,0.702,0.00482,0.909,-9.066,0.0274,92.022,0.594,0,Maneva
Maneva - 8 Anos (Ao Vivo),6,33YT3IWy7F2uvQSA4ClVtJ,Meu Pai É Rastafar-I - Ao Vivo,spotify:track:33YT3IWy7F2uvQSA4ClVtJ,0.321,0.673,0.91,6.2e-05,0.858,-8.008,0.0488,96.024,0.768,0,Maneva
Maneva - 8 Anos (Ao Vivo),7,3rtV24C6Ma2JeRSIqB6DU8,Enviado por Deus - Ao Vivo,spotify:track:3rtV24C6Ma2JeRSIqB6DU8,0.512,0.655,0.507,0.0,0.497,-7.611,0.0471,73.852,0.731,0,Maneva
Maneva - 8 Anos (Ao Vivo),8,1WiEA9IH8dp1FqnC9lSgBx,Não Vá Dizer Que Não - Ao Vivo,spotify:track:1WiEA9IH8dp1FqnC9lSgBx,0.127,0.576,0.462,2.21e-06,0.941,-9.571,0.0326,88.731,0.49,0,Maneva
Maneva - 8 Anos (Ao Vivo),9,69d4CPyngTdLt0TxsGkZrW,Não Desista de Mim - Ao Vivo,spotify:track:69d4CPyngTdLt0TxsGkZrW,0.497,0.63,0.544,0.0,0.467,-9.032,0.0443,164.218,0.878,0,Maneva
Maneva - 8 Anos (Ao Vivo),10,7q2N6kMj0I6VnIKJeYoD5N,Ruínas - Ao Vivo,spotify:track:7q2N6kMj0I6VnIKJeYoD5N,0.4,0.528,0.654,0.0,0.995,-8.049,0.0358,148.001,0.335,0,Maneva
Maneva - 8 Anos (Ao Vivo),11,2FlRfxQhUemxyD4BasHfE9,Luz Que Me Traz Paz - Ao Vivo,spotify:track:2FlRfxQhUemxyD4BasHfE9,0.807,0.379,0.315,0.147,0.952,-14.193,0.0366,81.958,0.219,0,Maneva
Maneva - 8 Anos (Ao Vivo),12,6Vw2cUbZJKaTUsofF3uG1k,Capoeira - Ao Vivo,spotify:track:6Vw2cUbZJKaTUsofF3uG1k,0.462,0.772,0.687,0.00147,0.785,-8.484,0.0292,98.03,0.803,0,Maneva
Maneva - 8 Anos (Ao Vivo),13,22372vNUUqxyq96xSfr7ni,Vem Ver - Ao Vivo,spotify:track:22372vNUUqxyq96xSfr7ni,0.608,0.668,0.388,1.8e-05,0.956,-12.731,0.0385,135.817,0.579,0,Maneva
Maneva - 8 Anos (Ao Vivo),14,5HveezWlPAVa6BtvhBMO6p,Moleque de Favela - Ao Vivo,spotify:track:5HveezWlPAVa6BtvhBMO6p,0.502,0.653,0.693,0.0,0.937,-8.246,0.0494,148.086,0.532,0,Maneva
Maneva - 8 Anos (Ao Vivo),15,3tOgqp7s9gUhh9opzm0P8F,Preto Pobre Suburbano - Ao Vivo,spotify:track:3tOgqp7s9gUhh9opzm0P8F,0.714,0.618,0.386,0.0,0.51,-9.697,0.037,132.312,0.427,0,Maneva
Maneva - 8 Anos (Ao Vivo),16,5I7IEEw3or2iO5yeA9GJlK,Teu Chão - Ao Vivo,spotify:track:5I7IEEw3or2iO5yeA9GJlK,0.6,0.685,0.589,0.000172,0.403,-7.992,0.0398,82.055,0.65,0,Maneva
Maneva - 8 Anos (Ao Vivo),17,04q7Y8qhetdgl3sfluD0K1,Saudades do Tempo - Ao Vivo,spotify:track:04q7Y8qhetdgl3sfluD0K1,0.658,0.754,0.374,0.0,0.695,-11.971,0.0364,128.075,0.645,0,Maneva
Maneva - 8 Anos (Ao Vivo),18,4DDhZAlEyFIS89ozUFdTry,Pisando Descalço - Ao Vivo,spotify:track:4DDhZAlEyFIS89ozUFdTry,0.596,0.701,0.594,1.35e-06,0.542,-9.65,0.0717,140.053,0.558,0,Maneva
Maneva - 8 Anos (Ao Vivo),19,75jGVun55kDxTl704gPUIp,Daquele Jeito - Ao Vivo,spotify:track:75jGVun55kDxTl704gPUIp,0.645,0.734,0.436,0.0,0.421,-10.123,0.0482,127.994,0.62,0,Maneva
"Maneva, 8 Anos (Ao Vivo)",1,1qvydBsplwfr66bcOWxnSg,"Sorria, Você Está Sendo Filmado! - Ao Vivo",spotify:track:1qvydBsplwfr66bcOWxnSg,0.487,0.623,0.633,0.0,0.348,-8.922,0.0394,174.103,0.749,41,Maneva
"Maneva, 8 Anos (Ao Vivo)",2,3hRFNilcH5yWUfG1FxrVGL,Vi - Ao Vivo,spotify:track:3hRFNilcH5yWUfG1FxrVGL,0.166,0.674,0.486,6.28e-05,0.465,-8.944,0.0408,160.321,0.564,20,Maneva
"Maneva, 8 Anos (Ao Vivo)",3,4IjAePu37h63FXsnzdARsG,Lembranças - Ao Vivo,spotify:track:4IjAePu37h63FXsnzdARsG,0.478,0.592,0.498,5.16e-06,0.906,-10.765,0.0547,172.124,0.864,42,Maneva
"Maneva, 8 Anos (Ao Vivo)",4,4g9ncEOW7qJMPhOAvOc0t9,Êxodo - Ao Vivo,spotify:track:4g9ncEOW7qJMPhOAvOc0t9,0.483,0.709,0.456,0.0,0.514,-9.396,0.0337,129.936,0.504,29,Maneva
"Maneva, 8 Anos (Ao Vivo)",5,16m29uEcIXbt6IMpNNaIrL,Mar do Meu Mundo - Ao Vivo,spotify:track:16m29uEcIXbt6IMpNNaIrL,0.25,0.687,0.702,0.00482,0.909,-9.066,0.0274,92.022,0.594,29,Maneva
"Maneva, 8 Anos (Ao Vivo)",6,7wwXCc8Osqj5mWynv0XqbT,Meu Pai É Rastafar-I - Ao Vivo,spotify:track:7wwXCc8Osqj5mWynv0XqbT,0.321,0.673,0.91,6.2e-05,0.858,-8.008,0.0488,96.024,0.768,27,Maneva
"Maneva, 8 Anos (Ao Vivo)",7,0pYAVwnicZSs250LxNws7W,Enviado por Deus - Ao Vivo,spotify:track:0pYAVwnicZSs250LxNws7W,0.512,0.655,0.507,0.0,0.497,-7.611,0.0471,73.852,0.731,40,Maneva
"Maneva, 8 Anos (Ao Vivo)",8,2jOhjEImv0DQ5oZFJRZxKV,Não Vá Dizer Que Não - Ao Vivo,spotify:track:2jOhjEImv0DQ5oZFJRZxKV,0.127,0.576,0.462,2.21e-06,0.941,-9.571,0.0326,88.731,0.49,27,Maneva
"Maneva, 8 Anos (Ao Vivo)",9,1E85vaQcAnNxwgmD5IukRM,Não Desista de Mim - Ao Vivo,spotify:track:1E85vaQcAnNxwgmD5IukRM,0.497,0.63,0.544,0.0,0.467,-9.032,0.0443,164.218,0.878,40,Maneva
"Maneva, 8 Anos (Ao Vivo)",10,591bpT3w1rj00Ic7pgdUpk,Ruínas - Ao Vivo,spotify:track:591bpT3w1rj00Ic7pgdUpk,0.4,0.528,0.654,0.0,0.995,-8.049,0.0358,148.001,0.335,28,Maneva
"Maneva, 8 Anos (Ao Vivo)",11,5hoapsVPvZOqifIZBwDnBF,Luz Que Me Traz Paz - Ao Vivo,spotify:track:5hoapsVPvZOqifIZBwDnBF,0.807,0.379,0.315,0.147,0.952,-14.193,0.0366,81.958,0.219,28,Maneva
"Maneva, 8 Anos (Ao Vivo)",12,7y7UO8DlcdVUNykweJMTns,Capoeira - Ao Vivo,spotify:track:7y7UO8DlcdVUNykweJMTns,0.462,0.772,0.687,0.00147,0.785,-8.484,0.0292,98.03,0.803,22,Maneva
"Maneva, 8 Anos (Ao Vivo)",13,6afSoM47rVSyy9MN8ZKTqV,Vem Ver - Ao Vivo,spotify:track:6afSoM47rVSyy9MN8ZKTqV,0.608,0.668,0.388,1.8e-05,0.956,-12.731,0.0385,135.817,0.579,40,Maneva
"Maneva, 8 Anos (Ao Vivo)",14,4WE9HDkAVkbzqQTrRaM8ac,Moleque de Favela - Ao Vivo,spotify:track:4WE9HDkAVkbzqQTrRaM8ac,0.502,0.653,0.693,0.0,0.937,-8.246,0.0494,148.086,0.532,24,Maneva
"Maneva, 8 Anos (Ao Vivo)",15,4zTV6i3JuxxalGrVRVCl3W,Preto Pobre Suburbano - Ao Vivo,spotify:track:4zTV6i3JuxxalGrVRVCl3W,0.714,0.618,0.386,0.0,0.51,-9.697,0.037,132.312,0.427,24,Maneva
"Maneva, 8 Anos (Ao Vivo)",16,7qt4nBQl1wA7hOoTpzRP4g,Teu Chão - Ao Vivo,spotify:track:7qt4nBQl1wA7hOoTpzRP4g,0.6,0.685,0.589,0.000172,0.403,-7.992,0.0398,82.055,0.65,26,Maneva
"Maneva, 8 Anos (Ao Vivo)",17,3vbIdeVRG0ylt5dgHDhYqI,Saudades do Tempo - Ao Vivo,spotify:track:3vbIdeVRG0ylt5dgHDhYqI,0.658,0.754,0.374,0.0,0.695,-11.971,0.0364,128.075,0.645,31,Maneva
"Maneva, 8 Anos (Ao Vivo)",18,0HcHiHkqLN2m803QQBJRbC,Daquele Jeito - Ao Vivo,spotify:track:0HcHiHkqLN2m803QQBJRbC,0.645,0.734,0.436,0.0,0.421,-10.123,0.0482,127.994,0.62,30,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),1,0WOc33HvINLokxqf72Ur5s,"Sorria, Você Está Sendo Filmado! - Ao Vivo",spotify:track:0WOc33HvINLokxqf72Ur5s,0.48,0.617,0.635,1.15e-06,0.969,-9.128,0.0486,173.853,0.708,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),2,2ADisoMERlDgT8qX0LJxHy,Vi - Ao Vivo,spotify:track:2ADisoMERlDgT8qX0LJxHy,0.234,0.731,0.478,4.69e-05,0.944,-9.233,0.033,80.122,0.62,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),3,2r55VrpL37ZXHSADnR06VE,Lembranças - Ao Vivo,spotify:track:2r55VrpL37ZXHSADnR06VE,0.437,0.587,0.491,1.51e-05,0.976,-10.836,0.0674,171.966,0.792,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),4,2sOnTDNCve3px80MBpZJnZ,Êxodo - Ao Vivo,spotify:track:2sOnTDNCve3px80MBpZJnZ,0.555,0.722,0.484,0.0,0.964,-9.568,0.037,130.074,0.36,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),5,1K3Qqx2m7uaMN9KSyPXGhk,Mar do Meu Mundo - Ao Vivo,spotify:track:1K3Qqx2m7uaMN9KSyPXGhk,0.286,0.677,0.693,0.00256,0.897,-9.223,0.0283,92.023,0.54,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),6,3M7WgvtMPgvLssSZxx5nwS,Meu Pai É Rastafar-I - Ao Vivo,spotify:track:3M7WgvtMPgvLssSZxx5nwS,0.372,0.682,0.914,0.000119,0.98,-8.335,0.0499,96.115,0.705,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),7,7ookhfP9pHWIFlR9C1wNQ9,Tão Jovem - Ao Vivo,spotify:track:7ookhfP9pHWIFlR9C1wNQ9,0.417,0.746,0.384,0.00445,0.766,-12.888,0.039,80.009,0.617,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),8,498JvUg77ZuFgoC2XxGbC8,Branda Liberdade - Ao Vivo,spotify:track:498JvUg77ZuFgoC2XxGbC8,0.728,0.651,0.549,0.00263,0.432,-7.651,0.0261,89.108,0.299,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),9,4HlOR0bThpnJGrmxrl8kqK,Cheiro das Flores - Ao Vivo,spotify:track:4HlOR0bThpnJGrmxrl8kqK,0.388,0.681,0.5,0.000949,0.933,-8.201,0.0259,79.954,0.638,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),10,1NUMGDVlNnAvbtBr2TevZ4,Cabelo Pixaim - Ao Vivo,spotify:track:1NUMGDVlNnAvbtBr2TevZ4,0.668,0.757,0.634,0.0,0.941,-8.202,0.0601,143.983,0.702,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),11,3qCHKm8kPaZCPH8AMTstZM,Serei - Ao Vivo,spotify:track:3qCHKm8kPaZCPH8AMTstZM,0.716,0.593,0.431,0.000164,0.713,-11.842,0.0495,129.915,0.577,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),12,3PSmpxTjb50FfH8fLhShys,Enviado por Deus - Ao Vivo,spotify:track:3PSmpxTjb50FfH8fLhShys,0.539,0.567,0.525,0.0,0.839,-8.151,0.0885,73.624,0.603,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),13,2FPKcRoQEGc3FyjNJFUBrx,Tempo de Paz - Ao Vivo,spotify:track:2FPKcRoQEGc3FyjNJFUBrx,0.579,0.615,0.617,0.0,0.978,-10.525,0.0908,132.06,0.549,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),14,5ocoTH0Wq97AmcncKbZaXb,Não Vá Dizer Que Não - Ao Vivo,spotify:track:5ocoTH0Wq97AmcncKbZaXb,0.161,0.573,0.479,3.37e-06,0.866,-9.709,0.0347,88.785,0.471,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),15,3j1Fu2Z6HaDHZtjy7WjrOu,Não Desista de Mim - Ao Vivo,spotify:track:3j1Fu2Z6HaDHZtjy7WjrOu,0.528,0.634,0.55,0.0,0.843,-9.26,0.0491,164.155,0.856,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),16,1oa3UMWkwmsXkEJK9TmTVp,Caminho Certo - Ao Vivo,spotify:track:1oa3UMWkwmsXkEJK9TmTVp,0.428,0.486,0.391,4.4e-05,0.44,-11.543,0.0392,123.786,0.281,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),17,1ybIN1ArmRcpe15ezTNjhy,Ruínas - Ao Vivo,spotify:track:1ybIN1ArmRcpe15ezTNjhy,0.488,0.531,0.644,0.0,0.895,-8.359,0.039,147.945,0.317,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),18,73GLOVibpJXRup2vx6lz4o,Luz Que Me Traz Paz - Ao Vivo,spotify:track:73GLOVibpJXRup2vx6lz4o,0.825,0.597,0.337,0.315,0.708,-14.463,0.0354,81.932,0.154,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),19,5f4mGQzcKpuSyhpPli8TW9,Capoeira - Ao Vivo,spotify:track:5f4mGQzcKpuSyhpPli8TW9,0.489,0.777,0.671,0.0028,0.459,-8.669,0.0282,98.009,0.719,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),20,61jvA5ldVvwNchsUOS60qd,Vem Ver - Ao Vivo,spotify:track:61jvA5ldVvwNchsUOS60qd,0.658,0.628,0.379,2.83e-05,0.704,-12.831,0.0401,135.812,0.65,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),21,1ly3LuqS11vvmUgw3Urdkb,Moleque de Favela - Ao Vivo,spotify:track:1ly3LuqS11vvmUgw3Urdkb,0.607,0.647,0.669,0.0,0.928,-8.699,0.0626,148.129,0.569,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),22,0LtJ1UnZdFm6q7WwmtY2yO,Preto Pobre Suburbano - Ao Vivo,spotify:track:0LtJ1UnZdFm6q7WwmtY2yO,0.703,0.629,0.371,1.6e-06,0.628,-9.863,0.0366,132.136,0.433,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),23,1mKDzghW0uO7iw0TwZkUSP,Vida Que Alivia - Ao Vivo,spotify:track:1mKDzghW0uO7iw0TwZkUSP,0.552,0.673,0.434,0.000511,0.341,-11.495,0.0433,133.942,0.443,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),24,7aBNLErhtLIQabW8dh4j8f,Teu Chão - Ao Vivo,spotify:track:7aBNLErhtLIQabW8dh4j8f,0.623,0.68,0.56,0.000228,0.196,-8.386,0.0473,82.026,0.561,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),25,6oWbLweYvJkqaJ6xo2FWf4,Saudades do Tempo - Ao Vivo,spotify:track:6oWbLweYvJkqaJ6xo2FWf4,0.634,0.647,0.525,1.36e-06,0.64,-12.236,0.183,128.075,0.673,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),26,7n8ZRal6nZBP2B9AnNwVVM,Pisando Descalço - Ao Vivo,spotify:track:7n8ZRal6nZBP2B9AnNwVVM,0.634,0.706,0.596,4.45e-06,0.529,-9.879,0.159,140.121,0.449,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),27,1AudRiU86y96L21GhsM2Jl,Daquele Jeito - Ao Vivo,spotify:track:1AudRiU86y96L21GhsM2Jl,0.65,0.721,0.475,0.0,0.836,-10.264,0.064,127.954,0.504,0,Maneva
Maneva 8 Anos: Deluxe Edition (Ao Vivo),28,77mpfYKNJQIY6s0r1qUoNp,Sei Lá - Ao Vivo,spotify:track:77mpfYKNJQIY6s0r1qUoNp,0.297,0.71,0.829,0.00786,0.972,-7.476,0.0348,134.033,0.605,0,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",1,3CA2URQ9dRgG3t0tGgh3Vg,"Sorria, Você Está Sendo Filmado! - Ao Vivo",spotify:track:3CA2URQ9dRgG3t0tGgh3Vg,0.48,0.617,0.635,1.15e-06,0.969,-9.128,0.0486,173.853,0.708,16,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",2,5K63kfoY7YsXY31cUvzKNL,Vi - Ao Vivo,spotify:track:5K63kfoY7YsXY31cUvzKNL,0.234,0.731,0.478,4.69e-05,0.944,-9.233,0.033,80.122,0.62,40,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",3,2IbSTp3UjS3aL6B6ymQyTV,Lembranças - Ao Vivo,spotify:track:2IbSTp3UjS3aL6B6ymQyTV,0.437,0.587,0.491,1.51e-05,0.976,-10.836,0.0674,171.966,0.792,19,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",4,2QmHjLNdnOAwGvcLn0KeZf,Êxodo - Ao Vivo,spotify:track:2QmHjLNdnOAwGvcLn0KeZf,0.555,0.722,0.484,0.0,0.964,-9.568,0.037,130.074,0.36,18,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",5,2l9NXw2b1vzJhlm3J8dKw5,Mar do Meu Mundo - Ao Vivo,spotify:track:2l9NXw2b1vzJhlm3J8dKw5,0.286,0.677,0.693,0.00256,0.897,-9.223,0.0283,92.023,0.54,17,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",6,6INYngyKe3lVj0a2B9eZ2K,Meu Pai É Rastafar-I - Ao Vivo,spotify:track:6INYngyKe3lVj0a2B9eZ2K,0.372,0.682,0.914,0.000119,0.98,-8.335,0.0499,96.115,0.705,21,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",7,2sdTsyXh7XPREY0k1yYMhM,Tão Jovem - Ao Vivo,spotify:track:2sdTsyXh7XPREY0k1yYMhM,0.417,0.746,0.384,0.00445,0.766,-12.888,0.039,80.009,0.617,24,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",8,5DoGSB5lSKMktxNo7rYxbL,Branda Liberdade - Ao Vivo,spotify:track:5DoGSB5lSKMktxNo7rYxbL,0.728,0.651,0.549,0.00263,0.432,-7.651,0.0261,89.108,0.299,38,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",9,4xfdfBdwJBPjO3UATzTxEh,Cheiro das Flores - Ao Vivo,spotify:track:4xfdfBdwJBPjO3UATzTxEh,0.388,0.681,0.5,0.000949,0.933,-8.201,0.0259,79.954,0.638,23,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",10,2m8UDAD5M3LM4Mxm4DWY4T,Cabelo Pixaim - Ao Vivo,spotify:track:2m8UDAD5M3LM4Mxm4DWY4T,0.668,0.757,0.634,0.0,0.941,-8.202,0.0601,143.983,0.702,17,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",11,24BSf3Zsc69xRWmrY8pzrm,Serei - Ao Vivo,spotify:track:24BSf3Zsc69xRWmrY8pzrm,0.716,0.593,0.431,0.000164,0.713,-11.842,0.0495,129.915,0.577,23,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",12,1CEp9HUZ4pwFmKerF9TJNw,Enviado por Deus - Ao Vivo,spotify:track:1CEp9HUZ4pwFmKerF9TJNw,0.539,0.567,0.525,0.0,0.839,-8.151,0.0885,73.624,0.603,16,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",13,1MlnjzxkABzZ6EV1jHd4oC,Tempo de Paz - Ao Vivo,spotify:track:1MlnjzxkABzZ6EV1jHd4oC,0.579,0.615,0.617,0.0,0.978,-10.525,0.0908,132.06,0.549,17,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",14,4OOuyAL2SeW6XG0WNLQmWZ,Não Vá Dizer Que Não - Ao Vivo,spotify:track:4OOuyAL2SeW6XG0WNLQmWZ,0.161,0.573,0.479,3.37e-06,0.866,-9.709,0.0347,88.785,0.471,16,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",15,3p7Xa1km0fhX2DlByv20gM,Não Desista de Mim - Ao Vivo,spotify:track:3p7Xa1km0fhX2DlByv20gM,0.528,0.634,0.55,0.0,0.843,-9.26,0.0491,164.155,0.856,15,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",16,11JUvDI8N8OgC5V98SCl9g,Caminho Certo - Ao Vivo,spotify:track:11JUvDI8N8OgC5V98SCl9g,0.428,0.486,0.391,4.4e-05,0.44,-11.543,0.0392,123.786,0.281,16,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",17,60sAHoX1QCQSncZ0dHyYnA,Ruínas - Ao Vivo,spotify:track:60sAHoX1QCQSncZ0dHyYnA,0.488,0.531,0.644,0.0,0.895,-8.359,0.039,147.945,0.317,15,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",18,2YUUxexueiuRS7umsFoCEw,Luz Que Me Traz Paz - Ao Vivo,spotify:track:2YUUxexueiuRS7umsFoCEw,0.825,0.597,0.337,0.315,0.708,-14.463,0.0354,81.932,0.154,17,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",19,1T6h6NAomch9vONKkBFkOx,Capoeira - Ao Vivo,spotify:track:1T6h6NAomch9vONKkBFkOx,0.489,0.777,0.671,0.0028,0.459,-8.669,0.0282,98.009,0.719,15,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",20,2h7G6UMiOFnpke72ZTHNVt,Vem Ver - Ao Vivo,spotify:track:2h7G6UMiOFnpke72ZTHNVt,0.658,0.628,0.379,2.83e-05,0.704,-12.831,0.0401,135.812,0.65,16,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",21,3i4Dw21eM6UsjK01dHqsb0,Moleque de Favela - Ao Vivo,spotify:track:3i4Dw21eM6UsjK01dHqsb0,0.607,0.647,0.669,0.0,0.928,-8.699,0.0626,148.129,0.569,16,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",22,5HeeImrDzEs1X9TxlJzzg2,Preto Pobre Suburbano - Ao Vivo,spotify:track:5HeeImrDzEs1X9TxlJzzg2,0.703,0.629,0.371,1.6e-06,0.628,-9.863,0.0366,132.136,0.433,14,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",23,5NIvK7ckOQ2lfuJGYvx6Wz,Vida Que Alivia - Ao Vivo,spotify:track:5NIvK7ckOQ2lfuJGYvx6Wz,0.552,0.673,0.434,0.000511,0.341,-11.495,0.0433,133.942,0.443,15,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",24,44gvU2X0BLdzeW6biBx4md,Teu Chão - Ao Vivo,spotify:track:44gvU2X0BLdzeW6biBx4md,0.623,0.68,0.56,0.000228,0.196,-8.386,0.0473,82.026,0.561,17,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",25,5RaFmkyPghOAgWNDDjpvaq,Saudades do Tempo - Ao Vivo,spotify:track:5RaFmkyPghOAgWNDDjpvaq,0.634,0.647,0.525,1.36e-06,0.64,-12.236,0.183,128.075,0.673,20,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",26,7ruTH1gMCgulP0a4nOpYgO,Daquele Jeito - Ao Vivo,spotify:track:7ruTH1gMCgulP0a4nOpYgO,0.65,0.721,0.475,0.0,0.836,-10.264,0.064,127.954,0.504,16,Maneva
"Maneva, 8 Anos: Deluxe Edition (Ao Vivo)",27,5fZjEGBPGW7QCT6rngV5mg,Sei Lá - Ao Vivo,spotify:track:5fZjEGBPGW7QCT6rngV5mg,0.297,0.71,0.829,0.00786,0.972,-7.476,0.0348,134.033,0.605,15,Maneva
Teu Chão,1,21UkopQP2nhlmoJBFSA7Wd,"Sorria, Você Está Sendo Filmado!",spotify:track:21UkopQP2nhlmoJBFSA7Wd,0.454,0.757,0.652,2.6e-05,0.0981,-6.913,0.0726,86.975,0.798,25,Maneva
Teu Chão,2,4tY9SXr2b2Rm4yFmt44f0D,Teu Chão,spotify:track:4tY9SXr2b2Rm4yFmt44f0D,0.331,0.732,0.422,7.34e-05,0.0747,-9.723,0.0784,82.056,0.617,43,Maneva
Teu Chão,3,4tRR9HokIPqP9ckmCoJeda,Branda Liberdade,spotify:track:4tRR9HokIPqP9ckmCoJeda,0.556,0.428,0.523,4.86e-06,0.179,-7.206,0.0344,178.23,0.468,24,Maneva
Teu Chão,4,2sRvY7zmltEJPoEAmUmNgO,Lembranças,spotify:track:2sRvY7zmltEJPoEAmUmNgO,0.632,0.642,0.34,3.62e-06,0.41,-11.9,0.437,171.945,0.804,48,Maneva
Teu Chão,5,1weS3AHRpEab3BQjcnXQF2,Vi,spotify:track:1weS3AHRpEab3BQjcnXQF2,0.421,0.837,0.42,3.01e-05,0.106,-7.911,0.0868,80.042,0.755,27,Maneva
Teu Chão,6,4J9bGQNP0xWEAWQxsKhvbh,Não Desista de Mim,spotify:track:4J9bGQNP0xWEAWQxsKhvbh,0.484,0.59,0.577,0.0,0.101,-6.667,0.0757,79.603,0.741,27,Maneva
Teu Chão,7,0jAYaCNsAf4dnAiNV1xlAO,Vem Ver,spotify:track:0jAYaCNsAf4dnAiNV1xlAO,0.74,0.76,0.322,4.61e-06,0.0959,-10.715,0.0944,144.067,0.858,41,Maneva
Teu Chão,8,3edufooqJgBrc8J5mHxHTU,Tão Jovem,spotify:track:3edufooqJgBrc8J5mHxHTU,0.727,0.684,0.453,0.000395,0.134,-10.962,0.0333,80.011,0.591,27,Maneva
Teu Chão,9,6Im0rPqcdQF0ASrMYtieil,Capoeira,spotify:track:6Im0rPqcdQF0ASrMYtieil,0.559,0.825,0.613,0.000158,0.0874,-7.899,0.0501,98.047,0.874,39,Maneva
